Title,Director,MetaScore,Duration (minutes),IMDb Rating,Certificates,Star Cast,Genre,Year
Whale Rider,Niki Caro,80.0,101.0,7.5,PG-13,Keisha Castle-Hughes,Drama,2002
Rescued by Ruby,Katt Shea,57.1,90.0,7.1,TV-G,Grant Gustin,Biography,2022
A-X-L,Oliver Daly,29.0,98.0,5.3,PG,Alex Neustaedter,Action,2018
The Secret of Moonacre,Gabor Csupo,57.1,103.0,6.0,PG,Ioan Gruffudd,Adventure,2008
Yogi Bear,Eric Brevig,35.0,80.0,4.6,PG,Dan Aykroyd,Animation,2010
The Addams Family 2,Conrad Vernon,37.0,93.0,5.4,PG,Oscar Isaac,Animation,2021
Little Nemo: Adventures in Slumberland,Masami Hata,57.1,85.0,7.1,G,Gabriel Damon,Animation,1989
D.A.R.Y.L.,Simon Wincer,57.1,99.0,6.3,PG,Mary Beth Hurt,Family,1985
Treasure Island,Byron Haskin,89.0,96.0,6.9,PG,Bobby Driscoll,Adventure,1950
Fantasia 2000,James Algar,59.0,75.0,7.1,G,James Levine,Animation,1999
Benji,Brandon Camp,53.0,87.0,6.3,TV-PG,Gabriel Bateman,Crime,2018
102 Dalmatians,Michael D Moore,35.0,100.0,4.8,G,Glenn Close,Adventure,2000
My Favorite Martian,Donald Petrie,33.0,94.0,5.1,PG,Christopher Lloyd,Comedy,1999
Overcomer,Alex Kendrick,17.0,119.0,6.7,PG,Alex Kendrick,Drama,2019
Animal Crackers,Tony Bancroft,60.0,105.0,5.8,PG,Emily Blunt,Animation,2017
A Week Away,Roman White,32.0,94.0,5.8,TV-PG,Kevin Quinn,Drama,2021
A Simple Wish,Michael Ritchie,57.1,89.0,5.3,PG,Martin Short,Comedy,1997
Wonderwell,Vlad Marsavin,57.1,96.0,6.0,PG-13,Carrie Fisher,Drama,2023
A Street Cat Named Bob,Roger Spottiswoode,54.0,103.0,7.3,Not Rated,Luke Treadaway,Biography,2016
Animal Crackers,Victor Heerman,77.0,97.0,7.4,G,Groucho Marx,Comedy,1930
Rumble,Hamish Grieve,48.0,95.0,5.9,PG,Geraldine Viswanathan,Animation,2021
Snow Day,Chris Koch,34.0,89.0,5.2,PG,Chevy Chase,Adventure,2000
Too Old for Fairy Tales 2,Kristoffer Rus,57.1,100.0,4.8,PG,Maciej Karas,Family,2024
The Water Horse,Jay Russell,71.0,112.0,6.4,PG,Emily Watson,Adventure,2007
Flipper,Alan Shapiro,43.0,95.0,5.3,PG,Paul Hogan,Adventure,1996
Flow,Gints Zilbalodis,57.1,100.0,7.6,PG,Daniel Radcliffe,Animation,2024
The Ant Bully,John A. Davis,59.0,88.0,5.8,PG,Paul Giamatti,Animation,2006
Teen Titans GO! To the Movies,Aaron Horvath,69.0,84.0,6.7,PG,Greg Cipes,Animation,2018
The Kid,Charles Chaplin,57.1,68.0,8.2,Passed,Charles Chaplin,Comedy,1921
Once Upon a Forest,Charles Grosvenor,57.1,71.0,6.4,G,Michael Crawford,Animation,1993
We're Back! A Dinosaur's Story,Phil Nibbelink,57.1,72.0,6.0,G,John Goodman,Animation,1993
Nancy Drew,Andrew Fleming,53.0,99.0,5.9,PG,Emma Roberts,Comedy,2007
3 Ninjas Kick Back,Charles T. Kanganis,39.0,93.0,4.6,PG,Victor Wong,Action,1994
The Healer,Paco Arango,57.1,113.0,6.4,Not Rated,Oliver Jackson-Cohen,Comedy,2016
Lucy Shimmers and the Prince of Peace,Rob Diamond,57.1,87.0,7.1,TV-G,Scarlett Diamond,Drama,2020
The Beat Beneath My Feet,John Williams,57.1,91.0,6.4,TV-14,Luke Perry,Comedy,2014
Ruby Red,Felix Fuchssteiner,57.1,100.0,6.0,PG,Josefine Preuß,Action,2013
Beethoven's 2nd,Rod Daniel,57.1,89.0,5.0,PG,Charles Grodin,Comedy,1993
The Odd Life of Timothy Green,Peter Hedges,47.0,105.0,6.6,PG,Jennifer Garner,Comedy,2012
Rocky Aur Rani Kii Prem Kahaani,Karan Johar,57.1,168.0,6.5,Not Rated,Ranveer Singh,Comedy,2023
A Whisker Away,Jun'ichi Satô,57.1,104.0,6.7,TV-PG,Mirai Shida,Animation,2020
The Nut Job,Peter Lepeniotis,37.0,85.0,5.7,PG,Will Arnett,Animation,2014
Simon Birch,Mark Steven Johnson,39.0,114.0,6.8,PG,Ian Michael Smith,Comedy,1998
Paulie,John Roberts,57.1,91.0,6.5,PG,Gena Rowlands,Adventure,1998
BMX Bandits,Brian Trenchard-Smith,53.0,88.0,5.5,PG,David Argue,Action,1983
Strange Magic,Gary Rydstrom,25.0,99.0,5.7,PG,Evan Rachel Wood,Animation,2015
The Bad News Bears in Breaking Training,Michael Pressman,47.0,100.0,5.6,PG,William Devane,Comedy,1977
Shrek the Musical,Michael John Warren,57.1,130.0,6.9,TV-G,Brian d'Arcy James,Comedy,2013
Raise Your Voice,Sean McNamara,33.0,103.0,5.8,PG,Hilary Duff,Family,2004
Free Birds,Jimmy Hayward,38.0,91.0,5.8,PG,Woody Harrelson,Animation,2013
Over the Moon,Glen Keane,60.0,95.0,6.3,PG,Glen Keane,Animation,2020
Stuart Little 2,Rob Minkoff,66.0,77.0,5.5,PG,Michael J. Fox,Adventure,2002
Abbott and Costello Meet Frankenstein,Charles Barton,69.0,83.0,7.3,Approved,Bud Abbott,Comedy,1948
North,Rob Reiner,57.1,87.0,4.5,PG,Elijah Wood,Adventure,1994
Fun Size,Josh Schwartz,37.0,86.0,5.4,PG-13,Victoria Justice,Adventure,2012
The Boxtrolls,Graham Annable,61.0,96.0,6.8,PG,Ben Kingsley,Animation,2014
Harriet the Spy,Bronwen Hughes,57.1,100.0,6.0,PG,Michelle Trachtenberg,Comedy,1996
Pom Poko,Isao Takahata,77.0,119.0,7.3,PG,Shinchô Kokontei,Animation,1994
Underdog,Frederik Du Chau,37.0,84.0,4.8,PG,Peter Dinklage,Action,2007
Woody Woodpecker,Alex Zamm,57.1,91.0,4.2,PG,Eric Bauza,Animation,2017
Charlotte's Web,Charles Nichols,73.0,94.0,6.9,G,Debbie Reynolds,Animation,1973
Secret Society of Second Born Royals,Anna Mastro,34.0,99.0,5.0,TV-PG,Peyton Elizabeth Lee,Action,2020
The Wild,Steve 'Spaz' Williams,47.0,82.0,5.2,G,Kiefer Sutherland,Animation,2006
The Swan Princess,Richard Rich,70.0,90.0,6.4,G,Jack Palance,Animation,1994
An American Tail: Fievel Goes West,Phil Nibbelink,57.1,75.0,6.5,G,James Stewart,Animation,1991
Wild Hearts Can't Be Broken,Steve Miner,57.1,88.0,7.2,G,Gabrielle Anwar,Drama,1991
White Fang,Randal Kleiser,62.0,107.0,6.7,PG,Ethan Hawke,Adventure,1991
Captains Courageous,Victor Fleming,81.0,117.0,7.9,Approved,Spencer Tracy,Adventure,1937
The Muppets Take Manhattan,Frank Oz,64.0,94.0,6.8,G,Jim Henson,Adventure,1984
Thomas and the Magic Railroad,Britt Allcroft,19.0,85.0,4.2,G,Alec Baldwin,Adventure,2000
Planet 51,Jorge Blanco,39.0,91.0,6.0,PG,Dwayne Johnson,Animation,2009
Hop,Tim Hill,41.0,95.0,5.4,PG,Russell Brand,Animation,2011
The Yearling,Clarence Brown,89.0,128.0,7.2,Approved,Gregory Peck,Drama,1946
For Prophet,Mark Stewart Iverson,57.1,100.0,7.8,PG,Ben Marten,Comedy,2024
The Legend of Catclaws Mountain,Ritchie Greer,57.1,104.0,5.1,PG,Hayden Hishaw,Family,2024
Pokémon: The First Movie - Mewtwo Strikes Back,Kunihiko Yuyama,35.0,96.0,6.3,G,Veronica Taylor,Animation,1998
Meet Dave,Brian Robbins,43.0,90.0,5.1,PG,Eddie Murphy,Adventure,2008
Mavka: The Forest Song,Oleh Malamuzh,57.1,100.0,6.6,PG,Sarah Natochenny,Animation,2023
Hi Nanna,Shouryuv,57.1,100.0,8.2,PG,Nani,Drama,2023
The One and Only Ivan,Thea Sharrock,58.0,95.0,6.6,PG,Sam Rockwell,Adventure,2020
Dog Gone,Stephen Herek,42.0,95.0,6.1,TV-PG,Rob Lowe,Biography,2023
Madeline,Daisy von Scherler Mayer,57.1,88.0,6.0,PG,Frances McDormand,Comedy,1998
The Girl Who Believes in Miracles,Richard Correll,57.1,100.0,5.9,PG,Mira Sorvino,Drama,2021
Sinbad and the Eye of the Tiger,Sam Wanamaker,57.1,113.0,6.4,G,Patrick Wayne,Action,1977
Stormbreaker,Geoffrey Sax,42.0,93.0,5.1,PG,Alex Pettyfer,Action,2006
Nanny McPhee Returns,Susanna White,52.0,109.0,6.1,PG,Emma Thompson,Comedy,2010
Fly Away Home,Carroll Ballard,77.0,107.0,6.9,PG,Jeff Daniels,Adventure,1996
"Miraculous: Ladybug & Cat Noir, the Movie",Jeremy Zag,57.1,105.0,6.1,PG,Annouck Hautbois,Animation,2023
The Kid,Jon Turteltaub,45.0,104.0,6.1,PG,Bruce Willis,Comedy,2000
My Little Pony: A New Generation,Robert Cullen,57.1,90.0,6.8,PG,Vanessa Hudgens,Animation,2021
Tad the Lost Explorer and the Emerald Tablet,Enrique Gato,57.1,90.0,6.0,PG,Óscar Barberán,Animation,2022
Mr. Magorium's Wonder Emporium,Zach Helm,48.0,93.0,6.2,G,Natalie Portman,Comedy,2007
Kes,Ken Loach,57.1,111.0,7.9,PG-13,David Bradley,Drama,1969
Apollo 10½: A Space Age Childhood,Richard Linklater,79.0,97.0,7.2,PG-13,Milo Coy,Animation,2022
The Black Stallion,Carroll Ballard,84.0,118.0,7.4,G,Kelly Reno,Adventure,1979
Journey to Bethlehem,Adam Anders,57.1,99.0,6.4,PG,Fiona Palomo,Adventure,2023
Snow Dogs,Brian Levant,29.0,99.0,5.2,PG,Cuba Gooding Jr.,Adventure,2002
Mummies,Juan Jesús García Galocha,57.1,88.0,5.9,PG,Óscar Barberán,Animation,2023
Condorman,Charles Jarrott,46.0,90.0,5.7,PG,Michael Crawford,Action,1981
The Love Bug,Robert Stevenson,48.0,108.0,6.5,G,Dean Jones,Comedy,1969
The Curse of Bridge Hollow,Jeff Wadlow,38.0,89.0,5.6,TV-14,Marlon Wayans,Adventure,2022
Troop Zero,Bertie Ellwood,58.0,94.0,6.9,PG,Mckenna Grace,Comedy,2019
Artemis Fowl,Kenneth Branagh,31.0,95.0,4.3,PG,Ferdia Shaw,Adventure,2020
Autumn and the Black Jaguar,Gilles de Maistre,57.1,100.0,5.6,PG,Emily Bett Rickards,Adventure,2024
Our Town,Sam Wood,57.1,90.0,6.5,Approved,William Holden,Drama,1940
A Christmas Carol,Robert Zemeckis,55.0,96.0,6.8,PG,Jim Carrey,Animation,2009
The Peanuts Movie,Steve Martino,67.0,88.0,7.0,G,Noah Schnapp,Animation,2015
Mary and the Witch's Flower,Hiromasa Yonebayashi,74.0,103.0,6.8,PG,Hana Sugisaki,Animation,2017
The Great Muppet Caper,Jim Henson,70.0,97.0,7.1,G,Jim Henson,Adventure,1981
Zoey 102,Nancy Hower,57.1,101.0,4.9,TV-14,Jamie Lynn Spears,Comedy,2023
Luv Ki Arrange Marriage,Ishrat R. Khan,57.1,100.0,4.7,PG,Ravi Chauhan,Comedy,2024
Escape to Witch Mountain,John Hough,60.0,97.0,6.3,G,Eddie Albert,Adventure,1975
The Spy Next Door,Brian Levant,27.0,94.0,5.4,PG,Jackie Chan,Action,2010
Teenage Mutant Ninja Turtles III,Stuart Gillard,40.0,96.0,4.8,PG,Elias Koteas,Action,1993
The Secret Garden,Marc Munden,59.0,99.0,5.6,PG,Dixie Egerickx,Drama,2020
Eight Below,Frank Marshall,64.0,120.0,7.3,PG,Paul Walker,Adventure,2006
Smallfoot,Karey Kirkpatrick,60.0,96.0,6.6,PG,Channing Tatum,Animation,2018
Red Dog,Kriv Stenders,57.1,92.0,7.3,PG,Josh Lucas,Biography,2011
The Greatest Show on Earth,Cecil B. DeMille,76.0,152.0,6.5,Approved,James Stewart,Drama,1952
Muppets Most Wanted,James Bobin,61.0,107.0,6.4,PG,Ricky Gervais,Adventure,2014
Finding 'Ohana,Jude Weng,69.0,123.0,6.1,PG,Kea Peahu,Action,2021
Akeelah and the Bee,Doug Atchison,72.0,112.0,7.4,PG,Angela Bassett,Drama,2006
The Many Adventures of Winnie the Pooh,John Lounsbery,57.1,74.0,7.5,G,Sebastian Cabot,Animation,1977
Cloak & Dagger,Richard Franklin,64.0,101.0,6.6,PG,Henry Thomas,Action,1984
Stan & Ollie,Jon S. Baird,75.0,98.0,7.2,PG,Steve Coogan,Biography,2018
Zoom,Peter Hewitt,26.0,83.0,4.4,PG,Tim Allen,Action,2006
Old Yeller,Robert Stevenson,84.0,83.0,7.2,Approved,Dorothy McGuire,Adventure,1957
The Adventures of Milo and Otis,Masanori Hata,72.0,76.0,6.9,G,Kyôko Koizumi,Adventure,1986
Quest for Camelot,Frederik Du Chau,50.0,86.0,6.2,G,Jessalyn Gilsig,Animation,1998
Wendell & Wild,Henry Selick,69.0,105.0,6.4,PG-13,Lyric Ross,Animation,2022
The Wolf and the Lion,Gilles de Maistre,36.0,99.0,6.2,PG,Molly Kunz,Adventure,2021
Tall Girl 2,Emily Ting,35.0,97.0,4.7,TV-PG,Ava Michelle,Comedy,2022
Sherlock Gnomes,John Stevenson,36.0,86.0,5.2,PG,Johnny Depp,Animation,2018
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,54.0,81.0,6.2,PG,Steve Carell,Comedy,2014
Red Shoes and the Seven Dwarfs,Hong Sung-ho,57.1,92.0,6.4,PG,Chloë Grace Moretz,Animation,2019
Wolf Children,Mamoru Hosoda,71.0,117.0,8.1,PG,Aoi Miyazaki,Animation,2012
Batman: Mask of the Phantasm,Kevin Altieri,65.0,76.0,7.8,PG,Kevin Conroy,Animation,1993
Monster Trucks,Chris Wedge,41.0,104.0,5.7,PG,Lucas Till,Action,2016
Balto,Simon Wells,57.1,78.0,7.1,G,Kevin Bacon,Animation,1995
The Prince and Me,Martha Coolidge,47.0,111.0,5.9,PG,Julia Stiles,Comedy,2004
Ernest Scared Stupid,John R. Cherry III,38.0,91.0,5.8,PG,Jim Varney,Comedy,1991
Abominable,Jill Culton,61.0,97.0,7.0,PG,Chloe Bennet,Animation,2019
The Loud House Movie,Dave Needham,57.1,83.0,6.1,TV-Y7,Asher Bishop,Animation,2021
An Unfinished Life,Lasse Hallström,49.0,108.0,7.0,PG-13,Jennifer Lopez,Drama,2005
Where Is the Friend's House?,Abbas Kiarostami,57.1,83.0,8.1,Not Rated,Babek Ahmed Poor,Drama,1987
Ice Princess,Tim Fywell,55.0,98.0,6.0,G,Michelle Trachtenberg,Comedy,2005
Heaven Is for Real,Randall Wallace,47.0,99.0,5.8,PG,Greg Kinnear,Biography,2014
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,53.0,97.0,6.9,PG,Jim Sturgess,Animation,2010
Tom and Huck,Peter Hewitt,57.1,97.0,5.5,PG,Jonathan Taylor Thomas,Adventure,1995
Star Wars: The Clone Wars,Dave Filoni,35.0,98.0,5.9,PG,Matt Lanter,Animation,2008
The Nutcracker and the Four Realms,Lasse Hallström,39.0,99.0,5.6,PG,Mackenzie Foy,Adventure,2018
Mighty Joe Young,Ron Underwood,51.0,114.0,5.7,PG,Bill Paxton,Action,1998
Something from Tiffany's,Daryl Wein,46.0,87.0,6.2,PG,Zoey Deutch,Comedy,2022
From Up on Poppy Hill,Gorô Miyazaki,71.0,91.0,7.4,PG,Sarah Bolger,Animation,2011
Author! Author!,Arthur Hiller,42.0,110.0,6.2,PG,Al Pacino,Comedy,1982
My Girl 2,Howard Zieff,57.1,99.0,5.3,PG,Dan Aykroyd,Comedy,1994
Wild America,William Dear,57.1,106.0,6.4,PG,Jonathan Taylor Thomas,Action,1997
Jimmy Neutron: Boy Genius,John A. Davis,65.0,82.0,6.1,G,Debi Derryberry,Animation,2001
Diary of a Wimpy Kid: The Long Haul,David Bowers,39.0,91.0,4.3,PG,Jason Drucker,Adventure,2017
Kangaroo Jack,David McNally,16.0,89.0,4.5,PG,Anthony Anderson,Action,2003
"I Love You, Beth Cooper",Chris Columbus,32.0,102.0,5.3,PG-13,Hayden Panettiere,Adventure,2009
Are We There Yet?,Brian Levant,27.0,95.0,4.8,PG,Ice Cube,Adventure,2005
The Transformers: The Movie,Nelson Shin,43.0,84.0,7.2,PG,Orson Welles,Animation,1986
A Summer Tale,Ulf Malmros,57.1,100.0,7.3,PG,Kjell Bergqvist,Comedy,2000
Curly Sue,John Hughes,57.1,101.0,5.9,PG,Jim Belushi,Comedy,1991
Little Big League,Andrew Scheinman,57.0,119.0,6.2,PG,Luke Edwards,Comedy,1994
The House with a Clock in Its Walls,Eli Roth,57.0,105.0,6.1,PG,Jack Black,Comedy,2018
Pollyanna,David Swift,66.0,134.0,7.4,G,Jane Wyman,Comedy,1960
The Baby-Sitters Club,Melanie Mayron,48.0,94.0,5.7,PG,Schuyler Fisk,Comedy,1995
TMNT,Kevin Munroe,41.0,87.0,6.2,PG,Patrick Stewart,Animation,2007
1776,Peter H. Hunt,57.1,141.0,7.6,PG,William Daniels,Drama,1972
Happy Feet Two,George Miller,50.0,100.0,5.8,PG,Elijah Wood,Animation,2011
Aliens in the Attic,John Schultz,42.0,86.0,5.4,PG,Ashley Tisdale,Adventure,2009
Where Hope Grows,Chris Dowling,41.0,95.0,6.6,PG-13,Kristoffer Polaha,Drama,2014
Meet Me in St. Louis,Vincente Minnelli,94.0,113.0,7.5,Approved,Judy Garland,Comedy,1944
Secret Headquarters,Henry Joost,47.0,104.0,5.2,PG,Owen Wilson,Action,2022
The Watcher in the Woods,John Hough,52.0,84.0,6.1,PG,Bette Davis,Family,1980
The Big Green,Holly Goldberg Sloan,57.1,100.0,5.5,PG,Steve Guttenberg,Comedy,1995
The Mark of Zorro,Rouben Mamoulian,57.1,94.0,7.5,Approved,Tyrone Power,Action,1940
Around the World in 80 Days,Michael Anderson,69.0,175.0,6.7,G,David Niven,Adventure,1956
Paul Blart: Mall Cop 2,Andy Fickman,13.0,94.0,4.4,PG,Kevin James,Action,2015
Under the Boardwalk,David Soren,57.1,83.0,5.9,PG,Keke Palmer,Animation,2023
The Indian in the Cupboard,Frank Oz,58.0,96.0,6.0,PG,Hal Scardino,Drama,1995
My Little Pony: The Movie,Jayson Thiessen,39.0,99.0,6.1,PG,Emily Blunt,Animation,2017
Frankenweenie,Tim Burton,74.0,87.0,6.9,PG,Winona Ryder,Animation,2012
Song of the South,Harve Foster,54.0,94.0,6.9,Approved,Ruth Warrick,Animation,1946
The New Adventures of Pippi Longstocking,Ken Annakin,57.1,100.0,5.8,G,Tami Erin,Adventure,1988
Fat Albert,Joel Zwick,39.0,93.0,4.4,PG,Kenan Thompson,Comedy,2004
Rock-A-Doodle,Don Bluth,57.1,77.0,6.0,G,Glen Campbell,Animation,1991
Home on the Range,Will Finn,50.0,76.0,5.4,PG,Judi Dench,Animation,2004
Candy Cane Lane,Reginald Hudlin,47.0,117.0,5.6,PG,Eddie Murphy,Comedy,2023
The Pirates! Band of Misfits,Peter Lord,73.0,88.0,6.7,PG,Hugh Grant,Animation,2012
Thunderbirds,Jonathan Frakes,36.0,95.0,4.3,PG,Bill Paxton,Action,2004
G-Force,Hoyt Yeatman,41.0,88.0,5.1,PG,Will Arnett,Animation,2009
Father of the Bride Part II,Charles Shyer,49.0,106.0,6.1,PG,Steve Martin,Comedy,1995
My Oni Girl,Tomotaka Shibayama,57.1,112.0,6.0,TV-PG,Kenshô Ono,Animation,2024
Thumbelina,Don Bluth,57.1,86.0,6.2,G,Jodi Benson,Animation,1994
Good Burger 2,Phil Traill,48.0,90.0,5.3,TV-PG,Kel Mitchell,Comedy,2023
Feel the Beat,Elissa Down,57.1,109.0,6.3,TV-G,Sofia Carson,Comedy,2020
I Want to Eat Your Pancreas,Jun'ichi Fujise,57.1,109.0,8.0,Not Rated,Mahiro Takasugi,Animation,2018
Problem Child 2,Brian Levant,57.1,90.0,4.9,PG-13,John Ritter,Comedy,1991
Marmaduke,Tom Dey,30.0,87.0,4.3,PG,Owen Wilson,Comedy,2010
Song of the Sea,Tomm Moore,85.0,93.0,8.0,PG,David Rawle,Animation,2014
Tuck Everlasting,Jay Russell,66.0,90.0,6.6,PG,Alexis Bledel,Drama,2002
Cats & Dogs,Lawrence Guterman,47.0,87.0,5.2,PG,Alec Baldwin,Action,2001
Barnyard,Steve Oedekerk,42.0,90.0,5.6,PG,Kevin James,Animation,2006
The Extraordinary Adventures of Adèle Blanc-Sec,Luc Besson,57.1,107.0,6.3,PG,Louise Bourgoin,Action,2010
The Smurfs 2,Raja Gosnell,34.0,105.0,5.3,PG,Neil Patrick Harris,Animation,2013
Paws of Fury: The Legend of Hank,Chris Bailey,45.0,98.0,5.7,PG,Michael Cera,Animation,2022
Asterix & Obelix: The Middle Kingdom,Guillaume Canet,57.1,112.0,5.1,TV-PG,Guillaume Canet,Adventure,2023
A Dog's Way Home,Charles Martin Smith,50.0,96.0,6.7,PG,Ashley Judd,Adventure,2019
Spy Kids: Armageddon,Robert Rodriguez,55.0,97.0,4.3,PG,Connor Esterson,Action,2023
Belle,Mamoru Hosoda,83.0,121.0,7.1,PG,Kaho Nakamura,Animation,2021
Jingle All the Way,Brian Levant,34.0,89.0,5.7,PG,Arnold Schwarzenegger,Adventure,1996
Curious George,Matthew O'Callaghan,62.0,87.0,6.5,G,Will Ferrell,Animation,2006
When Marnie Was There,Hiromasa Yonebayashi,72.0,103.0,7.6,PG,Sara Takatsuki,Animation,2014
The Little Vampire,Uli Edel,45.0,95.0,5.7,PG,Jonathan Lipnicki,Adventure,2000
The King's Daughter,Sean McNamara,31.0,98.0,5.1,PG,Pierce Brosnan,Action,2022
Ernest Goes to Camp,John R. Cherry III,24.0,92.0,5.5,PG,Jim Varney,Comedy,1987
"Yours, Mine & Ours",Raja Gosnell,38.0,88.0,5.5,PG,Dennis Quaid,Comedy,2005
Dragon Ball Super: Broly,Tatsuya Nagamine,59.0,100.0,7.7,PG,Masako Nozawa,Animation,2018
D3: The Mighty Ducks,Robert Lieberman,57.1,104.0,5.5,PG,Emilio Estevez,Action,1996
Bean,Mel Smith,52.0,89.0,6.5,PG-13,Rowan Atkinson,Adventure,1997
Three Men and a Little Lady,Emile Ardolino,51.0,104.0,5.5,PG,Tom Selleck,Comedy,1990
Mr. Popper's Penguins,Mark Waters,53.0,94.0,6.0,PG,Jim Carrey,Comedy,2011
The Tale of The Princess Kaguya,Isao Takahata,89.0,137.0,8.0,PG,Chloë Grace Moretz,Animation,2013
Muppet Treasure Island,Brian Henson,64.0,99.0,6.9,G,Tim Curry,Action,1996
Dumbo,Samuel Armstrong,96.0,64.0,7.2,G,Sterling Holloway,Animation,1941
Gulliver's Travels,Rob Letterman,33.0,85.0,4.9,PG,Jack Black,Adventure,2010
Babe: Pig in the City,George Miller,68.0,97.0,5.8,PG,Magda Szubanski,Adventure,1998
Wolfwalkers,Tomm Moore,87.0,103.0,8.0,PG,Honor Kneafsey,Animation,2020
ParaNorman,Chris Butler,72.0,92.0,7.0,PG,Kodi Smit-McPhee,Animation,2012
The Haunted Mansion,Rob Minkoff,34.0,88.0,5.2,PG,Eddie Murphy,Comedy,2003
The Addams Family,Greg Tiernan,46.0,86.0,5.8,PG,Oscar Isaac,Animation,2019
Ryan's World the Movie: Titan Universe Adventure,Albie Hecht,57.1,83.0,5.4,PG,Albie Hecht,Animation,2024
Cheaper by the Dozen,Gail Lerner,42.0,107.0,4.6,PG,Gabrielle Union,Comedy,2022
Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,66.0,100.0,5.3,PG,Alexa PenaVega,Action,2002
A Dog's Journey,Gail Mancuso,43.0,109.0,7.4,PG,Josh Gad,Adventure,2019
The NeverEnding Story II: The Next Chapter,George Miller,30.0,89.0,5.1,PG,Jonathan Brandis,Adventure,1990
Gnomeo & Juliet,Kelly Asbury,53.0,84.0,5.9,G,James McAvoy,Animation,2011
"Honey, I Blew Up the Kid",Randal Kleiser,50.0,89.0,4.9,PG,Rick Moranis,Adventure,1992
Agent Cody Banks,Harald Zwart,41.0,102.0,5.1,PG,Frankie Muniz,Action,2003
The Ice Age Adventures of Buck Wild,Marshall Fels Elliott,30.0,82.0,4.3,PG,Utkarsh Ambudkar,Animation,2022
Christmas Oranges,John Lyde,57.1,101.0,6.7,PG,Edward Herrmann,Drama,2012
Garfield: A Tail of Two Kitties,Tim Hill,37.0,82.0,5.0,PG,Breckin Meyer,Adventure,2006
Mirror Mirror,Tarsem Singh,46.0,106.0,5.6,PG,Lily Collins,Adventure,2012
"Sinbad, the Sailor",Richard Wallace,57.1,116.0,6.1,Approved,Douglas Fairbanks Jr.,Adventure,1947
Lady and the Tramp,Charlie Bean,48.0,111.0,6.2,PG,Tessa Thompson,Adventure,2019
The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,62.0,92.0,6.0,PG,Tom Kenny,Animation,2015
Smurfs: The Lost Village,Kelly Asbury,40.0,90.0,6.0,PG,Demi Lovato,Animation,2017
UglyDolls,Kelly Asbury,39.0,87.0,5.1,PG,Kelly Clarkson,Animation,2019
Leap!,Eric Summer,48.0,89.0,6.7,PG,Elle Fanning,Animation,2016
The Brave Little Toaster,Jerry Rees,57.1,90.0,7.2,G,Jon Lovitz,Animation,1987
The Monkey King,Anthony Stacchi,59.0,97.0,5.8,PG,Jimmy O. Yang,Animation,2023
Looney Tunes: Back in Action,Joe Dante,64.0,91.0,5.8,PG,Brendan Fraser,Animation,2003
Togo,Ericson Core,69.0,113.0,7.9,PG,Willem Dafoe,Adventure,2019
Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,24.0,87.0,4.4,G,Justin Long,Adventure,2011
Arthur and the Invisibles,Luc Besson,39.0,94.0,6.0,PG,Freddie Highmore,Animation,2006
Secretariat,Randall Wallace,61.0,123.0,7.2,PG,Diane Lane,Biography,2010
Astro Boy,David Bowers,53.0,94.0,6.2,PG,Freddie Highmore,Animation,2009
The Pagemaster,Pixote Hunt,57.1,80.0,6.1,G,Macaulay Culkin,Animation,1994
Good Burger,Brian Robbins,41.0,95.0,5.8,PG,Kel Mitchell,Comedy,1997
The Little Prince,Mark Osborne,70.0,108.0,7.6,PG,Jeff Bridges,Animation,2015
Wish Dragon,Chris Appelhans,59.0,98.0,7.2,PG,Jimmy Wong,Animation,2021
SpaceCamp,Harry Winer,40.0,107.0,5.7,PG,Kate Capshaw,Adventure,1986
Winnie the Pooh,Stephen J. Anderson,74.0,63.0,7.1,G,Jim Cummings,Animation,2011
An American Tail,Don Bluth,38.0,80.0,6.9,G,Dom DeLuise,Animation,1986
My Bodyguard,Tony Bill,67.0,102.0,7.1,PG,Chris Makepeace,Comedy,1980
The SpongeBob Movie: Sponge on the Run,Tim Hill,65.0,91.0,5.9,PG,Tim Hill,Animation,2020
Harry and the Hendersons,William Dear,42.0,110.0,6.1,PG,John Lithgow,Comedy,1987
Greater,David L. Hunt,35.0,130.0,7.4,PG,Neal McDonough,Biography,2016
Playing with Fire,Andy Fickman,24.0,96.0,5.1,PG,John Cena,Comedy,2019
The Beverly Hillbillies,Penelope Spheeris,37.0,92.0,5.0,PG,Diedrich Bader,Comedy,1993
5 Centimeters per Second,Makoto Shinkai,57.1,63.0,7.5,TV-PG,Kenji Mizuhashi,Animation,2007
The Cat Returns,Hiroyuki Morita,70.0,75.0,7.1,G,Chizuru Ikewaki,Animation,2002
Blueback,Robert Connolly,59.0,102.0,5.9,PG,Mia Wasikowska,Drama,2022
Titan A.E.,Don Bluth,48.0,94.0,6.6,PG,Matt Damon,Animation,2000
Inspector Gadget,David Kellogg,36.0,78.0,4.2,PG,Matthew Broderick,Action,1999
Ron's Gone Wrong,Sarah Smith,65.0,107.0,7.1,PG,Jack Dylan Grazer,Animation,2021
