Title,Director,MetaScore,Duration (minutes),IMDb Rating,Certificates,Star Cast,Genre,Year
Horse Tribe,Janet Kern,66.0,58.0,7.9,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2012
Hawaii the Stolen Paradise,Luis Castro,66.0,53.0,6.3,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2014
When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,Victress Hitchcock,66.0,96.0,8.3,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2012
Bizarre: A Circus Story,Meg Pinsonneault,66.0,63.0,7.8,PG-13,Allison DanielsJon DelineEve Diamond,Documentary,2016
Adjust Your Color: The Truth of Petey Greene,Loren Mendell,66.0,60.0,7.3,PG,Marion Barry Jr.Chuck BrownJames Brown,Documentary,2008
SANE in 1974,Ivan Pavletic,66.0,60.0,7.8,R,Ivan PavleticEd Portoghese,Action,2013
Black Thursday,Michel Mitrani,66.0,92.0,6.3,PG,Christian RistChristine PascalJudith Magre,Drama,1974
Tevye's Daughters,Vladimir Lert,66.0,120.0,7.3,PG,Aleksandr KuznetsovVladimir LertGrigori Gorin,Comedy,2017
"Cinecittà Babilonia: Sex, Drugs and Black Shirts",Marco Spagnoli,66.0,72.0,6.1,PG,Vinicio MarchioniBenito MussoliniVittorio Mussolini,Documentary,2017
Lost & Found,John Choi,66.0,82.0,8.2,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2016
Islamic Art: Mirror of the Invisible World,Robert H. Gardner,66.0,90.0,6.4,PG,Mohammad Al-AsadSheila S. BlairJonathan M. Bloom,Documentary,2011
Behold a Pale Horse: America's Last Chance,Chuck Untersee,66.0,100.0,7.1,PG,Chuck Untersee,Documentary,2012
My Beautiful Dacia,Stefan Constantinescu,66.0,74.0,7.4,G,Miodrag BelodedicGrigore MunteanuNiculae Petrisor,Documentary,2010
Wa-shoku Dream: Beyond Sushi,Junichi Suzuki,66.0,107.0,6.8,G,Junichi Suzuki,Documentary,2015
The Boyhood of John Muir,Lawrence R. Hott,66.0,78.0,7.1,G,Joanne BettColin BruceKen Drury,Drama,1998
Spirit of the Pony Express,C.J. LongHammer,66.0,77.0,7.2,G,Peter SheraykoCindy Sue DaffronGary Chilcote,Documentary,2012
Twist,Ron Mann,66.0,74.0,7.6,PG,Cholly AtkinsHank BallardBetty Begg,Documentary,1992
Ride the Thunder,Fred Koster,66.0,105.0,6.5,PG-13,Eric St. JohnJoseph HieuPierre Nguyen,History,2015
Films of Fury: The Kung Fu Movie Movie,Andrew Corvey,66.0,80.0,6.6,R,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2011
Royal Paintbox,Margy Kinmonth,66.0,71.0,7.5,G,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2013
Going Upriver,George Butler,70.0,87.0,7.7,PG-13,John KerryDavid AlstonDan Barbiero,Documentary,2004
Gekijouban Sengoku Basara: The Last Party,Kazuya Nomura,66.0,94.0,6.5,PG-13,Liam O'BrienTroy BakerLaura Bailey,Animation,2011
Secret Dossier of the Mafia,Giuseppe Ferrara,66.0,105.0,6.8,R,Giuseppe Di BellaAccursio Di LeoFranca Sciutto,Drama,1970
Contradiction,Jeremiah Camara,66.0,95.0,7.6,PG-13,Norm AllenDan BarkerAnthony David,Documentary,2013
The Road to Freedom,Brendan Moriarty,66.0,93.0,6.2,R,Joshua Fredric SmithScott MaguireNhem Sokun,Adventure,2010
Lambert & Stamp,James D. Cooper,75.0,117.0,6.7,R,Kit LambertChristopher StampRoger Daltrey,Documentary,2014
The Forbidden Book,Brian Barkley,66.0,58.0,6.2,G,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,1997
9/11 Inside the Pentagon,Sharon Petzold,66.0,54.0,7.0,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2016
A Thousand Voices,David Aubrey,66.0,57.0,8.9,PG,Irene BedardSharon Y. BegayChristy Bird,Documentary,2014
Call + Response,Justin Dillon,43.0,86.0,7.4,PG-13,Madeleine AlbrightKevin BalesDavid Batstone,Documentary,2008
The Human Revolution,Toshio Masuda,66.0,160.0,8.1,G,Tetsurô TanbaShinsuke AshidaMichiyo Aratama,History,1973
Runaway Slave,Pritchett Cotten,66.0,108.0,6.9,PG,C.L. BryantChristian AdamsLem Anderson Jr.,Documentary,2012
Chicogrande,Felipe Cazals,66.0,95.0,6.4,R,Damián AlcázarJuan Manuel BernalBruno Bichir,Drama,2010
We Still Live Here: Âs Nutayuneân,Anne Makepeace,66.0,82.0,8.1,PG,Jason BairdJessie BairdMae Alice Baird,Documentary,2010
Acapulco Gold,Bob Grosvenor,66.0,83.0,6.6,R,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,1973
Silver City,Sophia Turkiewicz,66.0,101.0,6.4,PG,Gosia DobrowolskaIvar KantsAnna Maria Monticelli,Drama,1984
Eva Hesse,Marcie Begleiter,69.0,108.0,7.1,PG-13,Selma BlairBob BalabanPatrick Kennedy,Documentary,2016
Black and Cuba,Robin J. Hayes,66.0,83.0,7.8,PG,Fidel CastroAngela DavisErnesto 'Che' Guevara,Documentary,2015
The Loves of Liszt,Márton Keleti,66.0,130.0,6.3,G,Imre SinkovitsAriadna ShengelaiaSándor Pécsi,Biography,1970
Legends of the West,John 'Bud' Cardos,66.0,88.0,7.6,PG-13,Jack PalanceBrooke ShieldsCody Palance,Documentary,1992
What Was Ours,Mat Hames,66.0,79.0,7.7,G,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2016
Words of Everest,Paul Copeland,66.0,46.0,7.4,PG,Stephen Campbell MooreJon Edgley-BondJason Flemyng,Documentary,2013
Six Shooters,Fernando Spiner,66.0,103.0,6.0,R,Antonio Di BenedettoValentín Javier DimentSantiago Hadida,Action,2010
Romeo Is Bleeding,Jason Zeldes,66.0,93.0,7.9,PG-13,Donté ClarkDeandre EvansMolly Raynor,Documentary,2015
American Made Movie,Nathaniel Thomas McGill,54.0,82.0,6.1,G,Mark AndolMerrie BuchsbaumRobert DeMartini,Documentary,2013
Sidemen: Long Road to Glory,Scott D. Rosenbaum,70.0,77.0,7.3,PG,Marc MaronPinetop PerkinsHubert Sumlin,Documentary,2016
Who Cares?,Mara Mourão,66.0,92.0,7.8,G,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2013
The Deserter,Eric Bruno Borgman,66.0,75.0,7.3,PG,Eric Bruno BorgmanMichael KaplanGeorge Souza,Comedy,2003
Superpower,Barbara-Anne Steegmuller,66.0,119.0,7.0,PG-13,Christy JohnsonMax CarterHarry S. Truman,Documentary,2008
While They Watched,Jake J. Smith,66.0,92.0,7.6,PG,Ahn CholDerek ChouinardJoanna Hosaniak,Documentary,2015
Hearts & Minds,Ralph Ziman,66.0,100.0,6.2,R,Danny KeoghPatrick ShaiSeputla Sebogodi,Drama,1995
Bolivar soy yo,Jorge Alí Triana,66.0,93.0,6.3,R,Robinson DíazAmparo GrisalesJairo Camargo,Comedy,2002
Made In Mexico,Duncan Bridgeman,66.0,98.0,6.9,R,Diego LunaKinkyLila Downs,Documentary,2012
Freedom Summer,Stanley Nelson,66.0,113.0,7.8,PG,Karin Kunstler GoldmanJulian BondPeggy Jean Connor,Documentary,2014
Rashi: A Light After the Dark Ages,Ashley Lazarus,66.0,65.0,7.3,G,Daniel RadcliffeEmma WatsonRupert Grint,Animation,1999
Return to Hardwick,Michael Sellers,66.0,73.0,7.5,PG,Ed ReillyMichael SellersCarroll Stewart,Documentary,2019
Tonkô,Jun'ya Satô,66.0,99.0,6.8,PG-13,Kôichi SatôToshiyuki NishidaAnna Nakagawa,Adventure,1988
La araucana,Julio Coll,66.0,100.0,6.0,R,Henrique CamposJulio CollAlonso de Ercilla,Drama,1971
The Last White Knight,Paul Saltzman,66.0,78.0,7.1,R,Delay de la BeckwithJim IngramDonna Ladd,Documentary,2012
Deli Man,Erik Greenberg Anjou,62.0,92.0,7.1,PG-13,Steve AuerbachAdam CaslowAlan Dershowitz,Documentary,2014
Iniquity,Joshua Coates,66.0,99.0,6.3,PG-13,Cynthia RodriguezBrian JesiolowskiStan Dixon,Drama,2012
Across the Sea of Time,Stephen Low,66.0,51.0,6.4,G,Peter ReznickJohn McDonoughAvi Hoffman,Adventure,1995
My Enemy's Enemy,Kevin Macdonald,66.0,87.0,7.3,PG-13,Raymond AubracRobert BadinterKlaus Barbie,Documentary,2007
Al-Ghazali: The Alchemist of Happiness,Abdul Latif Salazar,66.0,80.0,7.2,PG,Dariush ArjmandMitra HajjarGhorban Najafi,History,2004
Theremin: An Electronic Odyssey,Steven M. Martin,66.0,83.0,7.3,PG,Leon ThereminRobert MoogClara Rockmore,Documentary,1993
The Desert of Forbidden Art,Tchavdar Georgiev,75.0,80.0,7.5,PG,Edward AsnerSally FieldBen Kingsley,Documentary,2010
Boom Bust Boom,Bill Jones,68.0,70.0,7.1,G,Terry JonesGeorge MagnusRobert Shiller,Documentary,2015
Emma Smith: My Story,Gary Cook,66.0,98.0,6.5,PG,Patricia PlaceKatherine NelsonNathan Mitchell,Biography,2008
Amandla!,Lee Hirsch,78.0,108.0,7.4,PG-13,Abdullah IbrahimDuma Ka NdlovuVusi Mahlasela,Documentary,2002
"Intent to Destroy: Death, Denial & Depiction",Joe Berlinger,75.0,115.0,7.2,PG-13,Shohreh AghdashlooTaner AkçamHagop Asadourian,Documentary,2017
Simón Bolívar,Alessandro Blasetti,66.0,106.0,7.4,PG,José Luis DibildosEnrique LlovetRafael Mateo,Biography,1969
Footprints on the Moon: Apollo 11,Bill Gibson,66.0,95.0,8.1,G,Buzz AldrinNeil ArmstrongMike Collins,Documentary,1969
Kurmanjan datka,Sadyk Sher-Niyaz,66.0,135.0,6.5,PG-13,Elina Abai KyzyNasira MambetovaJamal Seidakmatova,Action,2014
Honor Flight,Dan Hayes,61.0,82.0,8.4,PG,Bert BrachEarl BrussJoe Dean,Documentary,2012
Ivory Tower,Andrew Rossi,65.0,90.0,7.0,PG-13,Elizabeth ArmstrongRichard ArumJamshed Bharucha,Documentary,2014
Heroes Two,Cheh Chang,66.0,93.0,6.5,R,Kuan Tai ChenSheng FuHsin Fang,Action,1974
The Murri Affair,Mauro Bolognini,66.0,120.0,6.4,R,Sergio BazziniMauro BologniniGianfranco Zurlini,Crime,1974
Barolo Boys. The Story of a Revolution,Paolo Casalis,66.0,64.0,6.6,G,Paolo CasalisTiziano Gaia,Documentary,2014
American Native,Steven Oritt,66.0,83.0,6.9,G,Amanda AndersonJack AndersonSonya Anderson,Documentary,2014
Man in Red Bandana,Matthew J. Weiss,66.0,85.0,8.2,PG-13,Alison CrowtherJefferson CrowtherWelles Crowther,Documentary,2017
Shadows in the Palace,Mi-jung Kim,66.0,112.0,6.3,PG-13,Park Jin-heeYun Se-ahSeo Yeong-hie,Crime,2007
The Black Pimpernel,Åsa Faringer,66.0,95.0,6.2,R,Michael NyqvistLumi CavazosKate del Castillo,Drama,2007
The Fall of Berlin,Yuli Raizman,66.0,70.0,7.2,PG-13,Leonid KhmaraRudolf BoettgerVasiliy Chuikov,Documentary,1945
All for Liberty,Chris Weatherhead,66.0,86.0,6.8,PG-13,Bettina BeardDelfloria BrownHalle Brown,Drama,2009
Darwin,Nick Brandestini,66.0,86.0,7.0,G,Monty BranniganNancy BranniganHank Jones,Documentary,2011
Black Field,Danishka Esterhazy,66.0,80.0,6.4,PG-13,Sara CanningMathieu BourguetFerron Guerreiro,History,2009
Good Ol' Freda,Ryan White,60.0,86.0,7.4,PG,Freda KellyPaul McCartneyJohn Lennon,Documentary,2013
Champ d'honneur,Jean-Pierre Denis,66.0,87.0,6.8,PG,Hubert AupetitJean-Pierre DenisFrançoise Dudognon,Drama,1987
The Heroic Ones,Cheh Chang,66.0,117.0,6.5,PG-13,David ChiangHan ChinLung Ti,Action,1970
NWA & Eazy-E: Kings of Compton,Mike Corbera,66.0,80.0,6.0,PG-13,Tony A.Kim BuieMister Cartoon,Documentary,2016
The Last Confession of Alexander Pearce,Michael James Rowland,66.0,60.0,6.4,PG-13,Adrian DunbarCiarán McMenaminDan Wyllie,Biography,2008
The Gangster,Kome Kongkiat Komesiri,66.0,114.0,6.3,R,Krisada Sukosol ClappSomchai KemgladSakarin Suthamsamai,Action,2012
Defying the Nazis: The Sharps' War,Ken Burns,66.0,90.0,7.1,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2016
Under the Boardwalk: The Monopoly Story,Kevin Tostado,63.0,88.0,6.1,G,Zachary LeviPhilip OrbanesKen Koury,Documentary,2010
Centralia: Pennsylvania's Lost Town,Joe Sapienza,66.0,90.0,8.4,PG,Don BaileyJack CarlingColleen Coddington,Documentary,2017
Grass,Ron Mann,64.0,80.0,7.2,R,Woody HarrelsonHarry J. AnslingerGeorge Bush,Documentary,1999
Devil's Bride,Saara Cantell,66.0,110.0,6.0,R,Tuulia ElorantaMagnus KrepperElin Petersdottir,Drama,2016
Zapata,Felipe Cazals,66.0,120.0,7.2,R,Antonio AguilarArmando AcostaDavid Alejandro,Action,1970
"Santiago, Italia",Nanni Moretti,66.0,80.0,7.2,PG,Salvador AllendeCarmen CastilloPatricio Guzmán,Documentary,2018
Martial Universe 2: Nine Talisman Tower,Suiqiang Huo,66.0,116.3,6.4,PG-13,Wang LuojiaMarina LiLuqi Kang,Action,2021
The 14 Amazons,Kang Cheng,66.0,125.0,6.5,R,Hua TsungMei Sheng FanChung-Hsin Huang,Adventure,1972
The Lumber Baron,Barry Andersson,66.0,120.0,6.0,PG,Joseph BezenekChristina BaldwinAnna Stranz,Drama,2019
Purple Butterfly,Ye Lou,68.0,127.0,6.1,R,Ziyi ZhangTôru NakamuraYe Liu,Drama,2003
Bang Rajan,Tanit Jitnukul,59.0,71.0,6.6,R,Kome Kongkiat KomesiriBunthin ThuaykaewPatikarn Phejmunee,Action,2000
The Bushbaby,John Trent,66.0,100.0,6.3,G,Robert MaxwellWilliam Stevenson,Adventure,1969
The Agronomist,Jonathan Demme,82.0,90.0,7.4,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2003
Seasons,Jacques Perrin,67.0,96.0,7.2,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2015
Bisbee '17,Robert Greene,87.0,112.0,6.8,PG,Charles BetheaRyan BruceChris Dietz,Documentary,2018
Discover Arts: Hitler vs Picasso,Claudio Poli,66.0,94.0,6.9,G,Toni ServilloTimothy Garton AshJean-Marc Dreyfus,Documentary,2018
Ailey,Jamila Wignot,77.0,95.0,6.7,PG-13,Alvin AileyCicely TysonRennie Harris,Documentary,2021
Jimmy Carter Man from Plains,Jonathan Demme,58.0,125.0,7.1,PG,Jimmy CarterRosalynn CarterLillian Carter,Documentary,2007
Reunion,Jerry Schatzberg,66.0,110.0,6.9,PG-13,Jason RobardsChristien AnholtSamuel West,Drama,1989
Orapronobis,Lino Brocka,66.0,94.0,6.9,R,Phillip SalvadorDina BonnevieGina Alajar,Action,1989
Battle of the Japan Sea,Seiji Maruyama,66.0,128.0,6.4,G,Toshirô MifuneTatsuya NakadaiYûzô Kayama,Drama,1969
Where's Jack?,James Clavell,66.0,120.0,6.5,G,Tommy SteeleStanley BakerAlan Badel,Adventure,1969
The Last of the Unjust,Claude Lanzmann,80.0,220.0,7.3,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2013
A Forgotten Man,Laurent Nègre,51.0,85.0,6.5,R,Michael NeuenschwanderManuela BiedermannYann Philipona,Drama,2022
Angela,Nikolai van der Heyde,66.0,113.0,6.0,R,Sandy van der LindenBarbara HersheyRalph Meeker,Drama,1973
Why We Ride,Bryan H. Carroll,66.0,89.0,7.5,PG,Bryan H. CarrollChris HampelJames C. Walker,Documentary,2013
Heneral Luna,Jerrold Tarog,58.0,118.0,7.2,R,Henry FranciaSumaquel P. HosallaPedro Javier,Action,2015
The Abdication,Anthony Harvey,66.0,103.0,6.1,PG,Ruth Wolff,Biography,1974
Sugar Cane Alley,Euzhan Palcy,66.0,103.0,7.3,PG,Garry CadenatDarling LégitimusDouta Seck,Drama,1983
Tsar,Pavel Lungin,66.0,116.0,6.8,PG-13,Pyotr MamonovOleg YankovskiyRamilya Iskander,Drama,2009
Burke & Wills,Graeme Clifford,66.0,140.0,6.3,PG-13,Jack ThompsonNigel HaversGreta Scacchi,Adventure,1985
Genocide,Arnold Schwartzman,66.0,90.0,7.3,PG,Elizabeth TaylorOrson WellesSimon Wiesenthal,Documentary,1982
China Cry: A True Story,James F. Collier,66.0,101.0,6.7,PG-13,Julia NicksonFrance NuyenJames Shigeta,Biography,1990
Fauci,John Hoffman,70.0,104.0,6.5,PG-13,BonoGeorge W. BushFrancis Collins,Documentary,2021
American Hardcore,Paul Rachman,69.0,100.0,7.3,R,Steven Blush,Documentary,2006
Genghis Khan: To the Ends of the Earth and Sea,Shin'ichirô Sawai,66.0,136.0,6.2,R,Takashi SorimachiRei KikukawaMayumi Wakamura,Action,2007
The Outsider,Tony Luraschi,63.0,122.0,6.9,R,Craig WassonSterling HaydenPatricia Quinn,Drama,1979
Iris,Albert Maysles,80.0,79.0,7.1,PG-13,Iris ApfelHarold KodaDries Van Noten,Documentary,2014
Cocaine Cowboys: Reloaded,Billy Corben,66.0,152.0,7.6,R,Nelson AndreuEdna BuchananRandy Christmas,Documentary,2014
A Murder in the Park,Shawn Rech,70.0,91.0,7.3,PG-13,Dexter HammettJoseph AlexJason Patrick,Documentary,2014
The Trial of the Catonsville Nine,Gordon Davidson,66.0,85.0,7.2,PG,Daniel BerriganSaul Levitt,Drama,1972
1898: Our Last Men in the Philippines,Salvador Calvo,66.0,105.0,6.5,R,Luis TosarJavier GutiérrezÁlvaro Cervantes,Drama,2016
The Unknown Known,Errol Morris,69.0,103.0,7.0,PG-13,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2013
Hanussen,István Szabó,66.0,140.0,7.2,R,Péter DobaiErik Jan HanussenPaul Hengge,Drama,1988
O Jerusalem,Élie Chouraqui,39.0,100.0,6.0,R,JJ FeildSaïd TaghmaouiMaria Papas,Drama,2006
The Battle of the Sexes,James Erskine,66.0,83.0,6.9,PG-13,Billie Jean KingVirginia WadeLornie Kuhle,Documentary,2013
The Beach Boys: An American Band,Malcolm Leo,66.0,103.0,7.1,PG-13,Brian WilsonDennis WilsonCarl Wilson,Documentary,1985
Incident at Oglala,Michael Apted,66.0,89.0,7.6,PG,Robert RedfordNorman ZigrossiRobert Sikma,Documentary,1992
Belizaire the Cajun,Glen Pitre,66.0,103.0,6.5,PG,Armand AssanteGail YoungsMichael Schoeffling,Drama,1986
The Lady and the Duke,Éric Rohmer,74.0,129.0,6.8,PG-13,Lucy RussellJean-Claude DreyfusAlain Libolt,Drama,2001
Eva Peron: The True Story,Juan Carlos Desanzo,66.0,120.0,6.7,PG,Esther GorisVíctor LaplaceCristina Banegas,Biography,1996
Newsfront,Phillip Noyce,66.0,110.0,6.9,PG,Phillip NoyceBob EllisDavid Elfick,Drama,1978
The Legend of Suriyothai,Chatrichalerm Yukol,58.0,142.0,6.4,R,M.L. Piyapas BhirombhakdiSarunyu WongkrachangChatchai Plengpanich,Action,2001
Command and Control,Robert Kenner,77.0,92.0,7.3,PG,Robert KennerBrian PearleKim Roberts,Documentary,2016
To Kill A Priest,Agnieszka Holland,66.0,117.0,6.1,R,Michael CooperAgnieszka HollandJean-Yves Pitoun,Drama,1988
Winnie Mandela,Darrell Roodt,37.0,104.0,6.1,R,Anne Marie du Preez BezdrobAndré PieterseDarrell Roodt,Biography,2011
The Mystery of Picasso,Henri-Georges Clouzot,66.0,78.0,7.6,PG,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,1956
The Nelson Affair,James Cellan Jones,66.0,118.0,6.4,PG,Terence Rattigan,Drama,1973
Kamouraska,Claude Jutra,66.0,124.0,7.5,R,Anne HébertClaude Jutra,Drama,1973
Stealing Heaven,Clive Donner,66.0,108.0,6.4,R,Derek de LintKim ThomsonDenholm Elliott,Drama,1988
Chicago 10,Brett Morgen,69.0,110.0,7.3,R,Jeffrey WrightNick NolteRoy Scheider,Documentary,2007
Sacrifice,Kaige Chen,57.0,122.0,6.2,R,You GeXueqi WangXiaoming Huang,Action,2010
Uranus,Claude Berri,66.0,100.0,7.0,R,Philippe NoiretGérard DepardieuMichel Blanc,Comedy,1990
Mio fratello è figlio unico,Daniele Luchetti,71.0,108.0,7.0,R,Antonio PennacchiDaniele LuchettiSandro Petraglia,Comedy,2007
Three Minutes: A Lengthening,Bianca Stigter,88.0,69.0,7.3,PG,Helena Bonham CarterGuy ClemensThomas Dudkiewicz,Documentary,2021
The Better Angels,A.J. Edwards,53.0,95.0,6.0,PG,Jason ClarkeDiane KrugerBrit Marling,Biography,2014
Waking Sleeping Beauty,Don Hahn,70.0,86.0,7.5,PG,Roy Edward DisneyJohn LasseterMichael Eisner,Documentary,2009
Oedipus the King,Philip Saville,66.0,97.0,6.4,G,Michael LukePaul RochePhilip Saville,Drama,1968
Blood Brothers: Malcolm X & Muhammad Ali,Marcus A. Clarke,69.0,95.0,6.9,PG-13,Ilyasah ShabazzRahman AliCornel West,Documentary,2021
Little Big Soldier,Sheng Ding,66.0,96.0,6.9,PG-13,Jackie ChanLeehom WangYoo Seung-jun,Action,2010
Uncle Tom,Justin Malone,66.0,106.0,8.2,G,Brandon TatumCarol SwainChad Jackson,Documentary,2020
Triumph Over Violence,Mikhail Romm,66.0,82.0,8.1,R,Mikhail RommMartin BormannWilly Brandt,Documentary,1965
The White Dawn,Philip Kaufman,66.0,110.0,7.1,PG,James HoustonThomas RickmanMartin Ransohoff,Adventure,1974
The Exam,Péter Bergendy,66.0,89.0,7.3,R,János KulkaZsolt NagyPéter Scherer,Drama,2011
Shadow Magic,Ann Hu,66.0,116.0,7.1,PG,Chang-Lun ChenAnn HuDan Huang,Drama,2000
The Last 4 Days,Carlo Lizzani,66.0,91.0,6.6,PG,Fabio PittorruCarlo Lizzani,Biography,1974
Te Ata,Nathan Frankowski,51.0,105.0,7.4,PG,Esther LuttrellJeannie Barbour,Biography,2016
Golden Door,Emanuele Crialese,74.0,118.0,6.8,PG-13,Charlotte GainsbourgVincenzo AmatoVincent Schiavelli,Drama,2006
Shadowless Sword,Young-jun Kim,66.0,117.0,6.4,R,Shin Hyeon-junYoon So-yiLee Seo-jin,Action,2005
"Cinco de Mayo, La Batalla",Rafa Lara,66.0,125.0,6.2,R,Christian VazquezAngélica AragónLiz Gallardo,Drama,2013
Street Gang: How We Got to Sesame Street,Marilyn Agrelo,82.0,107.0,8.0,PG,Frank BiondoLinda BoveFran Brill,Documentary,2021
Thérèse: The Story of Saint Thérèse of Lisieux,Leonardo Defilippis,27.0,96.0,6.3,PG,Lindsay YounceLeonardo DefilippisPatti Defilippis,Biography,2004
Festival Express,Bob Smeaton,85.0,90.0,7.4,R,Janis JoplinGrateful DeadThe Band,Documentary,2003
Sea of Shadows,Richard Ladkani,72.0,105.0,7.3,PG-13,Romel Eduardo Ledezma AbaroaRafael Pacchiano AlamánHector Capetillo,Documentary,2019
Joan the Maid 1: The Battles,Jacques Rivette,66.0,160.0,7.2,PG,Tatiana MoukhineSandrine BonnaireJean-Marie Richier,Biography,1994
Battle for Haditha,Nick Broomfield,65.0,97.0,6.9,R,Matthew KnollElliot RuizEric Mehalacopoulos,Drama,2007
May 18,Ji-hoon Kim,66.0,120.0,6.9,PG-13,Kim Sang-kyungLee Yo-wonAhn Sung-ki,Drama,2007
The Inner Circle,Andrey Konchalovskiy,66.0,137.0,7.0,PG-13,Tom HulceLolita DavidovichAleksandr Zbruev,Biography,1991
Into the Arms of Strangers: Stories of the Kindertransport,Mark Jonathan Harris,79.0,122.0,7.7,PG,Judi DenchLory CahnKurt Fuchel,Documentary,2000
Utu,Geoff Murphy,66.0,104.0,6.9,R,Anzac WallaceBruno LawrenceTim Elliott,Adventure,1983
Red Army,Gabe Polsky,83.0,84.0,7.6,PG,Viacheslav FetisovVladislav TretiakScotty Bowman,Documentary,2014
The Legend,Corey Yuen,66.0,100.0,7.1,R,Kin Chung ChanSusan GodfreyJeffrey Lau,Action,1993
Widow of St. Pierre,Patrice Leconte,73.0,112.0,7.1,R,Juliette BinocheDaniel AuteuilEmir Kusturica,Drama,2000
The First Wave,Matthew Heineman,85.0,93.0,7.1,R,Daniel RadcliffeEmma WatsonRupert Grint,Documentary,2021
Cabeza de Vaca,Nicolás Echevarría,66.0,111.0,6.9,R,Nicolás EchevarríaAlvar Nunez Cabeza de VacaXavier Robles,Adventure,1991
For No Good Reason,Charlie Paul,56.0,89.0,7.0,R,Ralph SteadmanJohnny DeppHunter S. Thompson,Documentary,2012
Quezon's Game,Matthew E. Rosen,36.0,127.0,6.8,PG-13,Raymond BagatsingRachel AlejandroKate Alejandrino,Drama,2018
The King and the Clown,Lee Joon-ik,66.0,119.0,7.3,PG-13,Kam Woo-seongJung Jin-youngKang Seong-yeon,Drama,2005
Coming Through the Rye,James Steven Sadwith,64.0,97.0,6.3,PG-13,James Steven Sadwith,Drama,2015
The Assisi Underground,Alexander Ramati,66.0,115.0,6.0,PG,Alexander Ramati,Drama,1985
The Sword and the Rose,Ken Annakin,66.0,92.0,6.3,PG,Richard ToddGlynis JohnsJames Robertson Justice,Adventure,1953
"I, the Worst of All",María Luisa Bemberg,66.0,105.0,7.1,R,Assumpta SernaDominique SandaHéctor Alterio,Biography,1990
Zoo,Colin McIvor,66.0,97.0,6.5,PG,Toby JonesIan McElhinneyPenelope Wilton,Adventure,2017
The Last September,Deborah Warner,69.0,103.0,6.0,R,Michael GambonTom HickeyKeeley Hawes,Drama,1999
The Trials of Oscar Wilde,Ken Hughes,66.0,123.0,7.1,PG,Peter FinchYvonne MitchellJames Mason,Biography,1960
True Legend,Woo-Ping Yuen,62.0,115.0,6.4,R,Wenzhuo ZhaoXun ZhouAndy On,Action,2010
Man of Iron,Andrzej Wajda,66.0,156.0,7.3,PG,Jerzy RadziwilowiczKrystyna JandaMarian Opania,Drama,1981
The Assault,Julien Leclercq,55.0,91.0,6.1,R,Simon MoutaïrouJulien LeclercqRoland Môntins,Action,2010
Sabina: Tortured for Christ - The Nazi Years,John Grooters,66.0,115.0,7.7,PG-13,Raluca BotezEmil MandanacGabriel Costin,Biography,2021
Best of Enemies: Buckley vs. Vidal,Robert Gordon,77.0,87.0,7.6,R,Gore VidalWilliam F. BuckleyDick Cavett,Documentary,2015
Amin: The Rise and Fall,Sharad Patel,66.0,91.0,6.0,R,Joseph OlitaThomas BaptisteLeonard Trolley,Biography,1981
